"","O3","CO","NO","NO2","PM10","SO2"
"4994",0,0,0,0,0,0
"4995",0,0,0,0,0,0
"4996",0,0,0,0,0,0
"4997",0,0,0,0,0,0
"4998",0,0,0,0,0,0
"4999",0,0,0,0,0,0
"5000",0,0,0,0,0,0
"5001",0,0,0,0,0,0
"5002",0,0,0,0,0,0
"5003",0,0,0,0,0,0
"5004",0,0,0,0,0,0
"5005",0,0,0,0,0,0
"5006",0,0,0,0,0,0
"5007",0,0,0,0,0,0
"5008",0,0,0,0,0,0
"5009",0,0,0,0,0,0
"5010",0,0,0,0,0,0
"5011",0,0,0,0,0,0
"5012",0,0,0,0,0,0
"5013",0,0,0,0,0,0
"5014",0,0,0,0,0,0
"5015",0,0,0,0,0,0
"5016",0,0,0,0,0,0
"5017",0,0,0,0,0,0
"5018",0,0,0,0,0,0
"5019",0.00749720628542172,0,0,0,0,0
"5020",0.113465381398572,0,0,0,0,0
"5021",0.109633575174537,0,0,0,0,0
"5022",0,0,0,0,0,0
"5023",0,0,0,0,0,0
"5024",0,0,0,0,0,0
"5025",0,0,0,0.114418643032629,0,0
"5026",0,0,0,0.190202388470552,0,1.01230569686231
"5027",0,0,0,0,0,6.88789962945353
"5028",0,0,0,0,0,0.0223171785883802
"5029",0,0,0,0,0,0
"5030",0,0,0,0,0,0
"5031",0,0,0,0.16258063078633,0,0
"5032",0,0,0,0,0,0
"5033",0,0,0,0,0,0
"5034",0,0,0,0.0684567372665184,0,0
"5035",0,0,0,0,0,0
"5036",0,0,0,0,0,0
"5037",0,0,0,0,0,0
"5038",0,0,0,0,0,0
"5039",0,0,0,0,0,0
"5040",0,0,0,0,0,0
"5041",0,0,0,0.567889805392086,0,0
"5042",0,0,0,0.456787199918951,0,0
"5043",0,0,0,0.713966420983857,0,0
"5044",0,0,0,0.13833678633921,0,0
"5045",0,0,0,0,0,0
"5046",0,0,0,0,0,0
"5047",0,0,0,0,0,0
"5048",0,0,0,0,0,0
"5049",0,0,0,0,0,0
"5050",0,0,0,0,0,0
"5051",0,0,0,0,0,0
"5052",0,0,0,0,0,0
"5053",0,0,0,0.211625033755082,0,0
"5054",0,0,0,0.022532095291155,0,0
"5055",0,0,0,0.440426401075368,0,0
"5056",0,0,0,0,0,0
"5057",0,0,0,0,0,0
"5058",0,0,0,0,0,0
"5059",0,0,0,0,0,0
"5060",0,0,0,0,0,0
"5061",0,0,0,0,0,0
"5062",0,0,0,0,0,0
"5063",0,0,0,0,0,0
"5064",0,0,0,0,0,0
"5065",0,0,0,0,0,0
"5066",0,0,0,0,0,0
"5067",0,0,0,0,0,0
"5068",0,0,0,0,0,0
"5069",0,0,0,0,0,0
"5070",0,0,0,0,0,0
"5071",0,0,0,0,0,0
"5072",0,0,0,0,0,0
"5073",0,0,0,0,0,0
"5074",0,0,0,0,0,0
"5075",0,0,0,0,0,0
"5076",0,0,0,0,0,0
"5077",0,0,0,0,0,0
"5078",0,0,0,0,0,0
"5079",0,0,0,0,0,0
"5080",0,0,0,0,0,0
"5081",0,0,0,0,0,0
"5082",0,0,0,0,0,0
"5083",0,0,0,0,0,0
"5084",0,0,0,0,0,0
"5085",0,0,0,0,0,0
"5086",0,0,0,0,0,0
"5087",0,0,0,0,0,0
"5088",0,0,0,0,0,0
"5089",0,0,0,0,0,0
"5090",0,0,0,0,0,0
"5091",0,0,0,0,0,0
"5092",0,0,0,0,0,0
"5093",0,0,0,0,0,0
"5094",0,0,0,0,0,0
"5095",0,0,0,0,0,0
"5096",0,0,0,0,0,0
"5097",0,0,0,0,0,0
"5098",0,0,0,0,0,0
"5099",0,0,0,0,0,0
"5100",0,0,0,0,0,0
"5101",0,0,0,0,0,0
"5102",0,0,0,0,0,0
"5103",0,0,0,0,0,0
"5104",0,0,0,0,0,0
"5105",0,0,0,0,0,0
"5106",0,0,0,0,0,0
"5107",0,0,0,0,0,0
"5108",0,0,0,0,0,0
"5109",0,0,0,0,0,0
"5110",0,0,0,0,0,0
"5111",0,0,0,0,0,0
"5112",0,0,0,0,0,0
"5113",0,0,0,0,0,0
"5114",0,0,0,0,0,0
"5115",0,0,0,0,0,0
"5116",0,0,0,0,0,0
"5117",0,0,0,0,0,0
"5118",0,0,0,0,0,0
"5119",0,0,0,0,0,0
"5120",0,0,0,0,0,0
"5121",0,0,0,0,0,0
"5122",0,0,0,0,0,0
"5123",0,0,0,0,0,0
"5124",0,0,0,0,0,0
"5125",0,0,0,0,0,0
"5126",0,0,0,0,0,0
"5127",0,0,0,0,0,0
"5128",0,0,0,0,0,0
"5129",0,0,0,0,0,0
"5130",0,0,0,0,0,0
"5131",0,0,0,0,0,0
"5132",0.072698037931898,0,0,0,0,0
"5133",0.0229386123502777,0,0,0,0,0
"5134",0.189130451633416,0,0,0,0,0
"5135",0.112417909276338,0,0,0,0,0
"5136",0,0,2.40735496771439,0.955755892922657,0.84049333113337,0
"5137",0,0,2.41288195961975,1.10359073422429,0.815693334450388,0
"5138",0,0,1.99438812148026,0.978168763429905,0.635115393865066,0
"5139",0,0,1.2999522014044,0.402518978020606,0.173644868039886,0
"5140",0,0,0,0.361051607502453,0,0
"5141",0,0,0,0.131660651604753,0,0
"5142",0,0,0.312770335469646,0,0,0
"5143",0,0,1.47066567721502,0,0,0
"5144",0,0,3.43840545641593,0.456440234446514,0.0380981534810898,0
"5145",0,0,1.64521248300362,0.511021794977002,0,0
"5146",0,0,0.581595389948007,0.450340230811437,0,0
"5147",0,0,0,0,0,0
"5148",0,0,0,0.316596288493346,0,0
"5149",0,0,0.97160895223222,0.456653930048044,0,0
"5150",0,0,0.458091729122272,0.696026436593167,0.793303042906887,0
"5151",0,0,0.376583879949389,0.699861926105303,0.128718620993162,0
"5152",0,0,0,0.0482985938245897,0,0
"5153",0,0,0,0,0,0
"5154",0,0,0,0,0,0
"5155",0,0,0,0,0,0
"5156",0,0,0,0,0,0
"5157",0,0,0,0,0,0
"5158",0,0,0,0,0,0
"5159",0,0,0.709987558445923,0,0,0
"5160",0,0,0,0,0,0
"5161",0,0,0,0,0,0
"5162",0,0,0,0,0,0
"5163",0,0,0,0,0,0
"5164",0,0,0,0,0,0
"5165",0,0,0,0,0,0
"5166",0,0,0,0,0,0
"5167",0,0,0,0,0,0
"5168",0,0,0,0,0,0
"5169",0,0,0,0,0,0
"5170",0,0,0,0,0,0
"5171",0,0,0,0,0,0
"5172",0,0,0,0,0,0
"5173",0,0,0,0,0,0
"5174",0,0,0,0,0,0
"5175",0,0,0,0,0,0
"5176",0,0,0,0,0,0
"5177",0,0,0,0,0,0
"5178",0,0,0,0,0,0
"5179",0,0,0,0,0,0
"5180",0,0,0,0,0,0
"5181",0,0,0,0,0,0
"5182",0,0,0,0,0,0
"5183",0,0,0,0,0,0
"5184",0,0,0,0,0,0
"5185",0,0,0,0,0,0
"5186",0,0,0,0,0,0
"5187",0,0,0,0,0,0
"5188",0,0,0,0,0,0
"5189",0,0,0,0,0,0
"5190",0,0,0,0,0,0
"5191",0,0,0,0,0,0
"5192",0,0,0,0,0,0
"5193",0,0,0,0,0,0
"5194",0,0,0,0,0,0
"5195",0,0,0,0,0,0
"5196",0,0,0,0,0,0
"5197",0,0,0,0,0,0
"5198",0,0,0,0,0,0
"5199",0,0,0,0,0,0
"5200",0,0,0,0,0,0
"5201",0,0.134017957686774,0,0,0,0
"5202",0,0,0,0,0,0
"5203",0,0,0,0,0,0
"5204",0,0,0,0,0,0
"5205",0,0,0,0,0,0
"5206",0,0,0,0,0,0
"5207",0,0,0,0,0,0
"5208",0.451509182936618,0,0,0,0,0
"5209",0.669566005325951,0,0,0,0,0
"5210",0.604125084855714,0,0,0,0,0
"5211",0.218170939875149,0,0,0,0,0
"5212",0.329205844901488,0,0,0,0,0
"5213",0.651937271522718,0,0,0,0,0
"5214",0,0,0,0,0,0
"5215",0,0,0,0,0,0
"5216",0,0,0,0,0,0
"5217",0,0,0,0,0,0
"5218",0,0,0,0,0,0
"5219",0,0,0,0,0,0
"5220",0,0,0,0,0,0
"5221",0,0,0,0,0,0
"5222",0,0,0,0,0,0
"5223",0,0,0,0,0,0
"5224",0,0,0,0,0,0
"5225",0,0,0,0,0,0
"5226",0,0,0,0,0,0
"5227",0,0,0,0,0,0
"5228",0,0,0,0,0,0
"5229",0,0,0,0,0,0
"5230",0,0,0,0,0,0
"5231",0,0,0,0,0,0
"5232",0,0.742498410185275,0,0,0,0
"5233",0,2.2712024921743,1.10026985672009,0,0.0369040648126113,0
"5234",0,0.473944430979964,0,0,0,0
"5235",0,0.70526755039723,0,0,0,0
"5236",0,2.51435629285931,0,0,0,0
"5237",0,0.223455832869304,0,0,0,0
"5238",0,0,0,0,0,0
"5239",0,0.663135923309513,0,0,0,0
"5240",0,1.62172759778037,1.63751855569726,0,0,0
"5241",0,1.28973254199246,1.04824911065301,0,0,0
"5242",0,0.627677376883525,0.655126578518494,0,0,0
"5243",0,0.337233498429194,0,0,0,0
"5244",0,0.446354654642959,0,0,0,0
"5245",0,0.0259234336862439,0,0,0,0
"5246",0,1.57646327276098,0,0,0,0
"5247",0,1.48446630767419,0.593311873155687,0,0.0679688315494584,0.556949729407486
"5248",0,1.85166264749257,1.72590050886187,0,0,1.04725271128512
"5249",0,2.3422582763948,0.984400424084295,0,0,0.850163234061156
"5250",0,1.57055454657726,1.44617696443444,0,0,0.879641156062118
"5251",0,0.411582832758829,0.918192872361663,0,0,1.17162285388809
"5252",0,0.186788414787889,0,0,0,1.16147540033442
"5253",0,0,0,0,0,1.90805552512422
"5254",0,0.0336009025937425,0,0,0,1.64896560801565
"5255",0,0,0,0,0,1.54981870179912
"5256",0,0,0,0,0,0
"5257",0.538355151296682,0,0,0,0,0
"5258",0.397838289098262,0,0,0,0,0
"5259",0.110330702634936,0,0,0,0,0
"5260",0,0,0,0,0,0
"5261",0,0,0,0,0,0
"5262",0,0,0,0,0,0
"5263",0,0.240693085575865,0,0,0,0
"5264",0,0,0,0,0,0
"5265",0,0,0,0,0,0
"5266",0,0,0,0,0,0
"5267",0,0,0,0,0,0
"5268",0,0,0,0,0,0
"5269",0,0,0,0,0,0
"5270",0,0,0,0,0,0
"5271",0,6.59871291585273,0,0,0,0
"5272",0,0,0,0,0,0
"5273",0,0,0,0,0,0
"5274",0,0.0310955751944766,0,0,0,0
"5275",0,0,0,0,0,0
"5276",0,0,0,0,0,0
"5277",0,0,0,0,0,0
"5278",0,0,0,0,0,0
"5279",0,0,0,0,0,0
"5280",0,0,0,0,0,0
"5281",0,0,0,0,0,0
"5282",0,0,0,0,0,0
"5283",0,0,0,0,0,0
"5284",0,0,0,0,0,0
"5285",0,0,0,0,0,0
"5286",0,0,0,0,0,0
"5287",0,0,0,0,0,0
"5288",0,0,0,0,0,0
"5289",0,0,0,0,0,0
"5290",0,0,0,0,0,0
"5291",0,0,0,0,0.291444907701047,0
"5292",0,0,0,0,0,0
"5293",0,0,0,0,0,0
"5294",0,0,0,0,0,0
"5295",0,0,0,0,0.0827930856576047,0
"5296",0,0,0,0,0.586571808176946,0
"5297",0,0,0,0,0,0
"5298",0,0,0,0,0.137840916914335,0
"5299",0,0,0,0,0,0
"5300",0,0,0,0,0,0
"5301",0,0,0,0,0,0
"5302",0,0,0,0,0,0
"5303",0,0,0,0,0,0
"5304",0,0,0,0,0,0
"5305",0,0,0,0,0,0
"5306",0,0,0,0,0,0
"5307",0,0,0,0,0,0
"5308",0,0,0,0,0,0
"5309",0.0386781465014097,0,0,0,0,0
"5310",0,0,0,0,0,0
"5311",0,0,0,0,0,0
"5312",0,0,0,0,0,0
"5313",0,0,0,0,0,0
"5314",0,0,0,0,0,0
"5315",0,0,0,0,0,0
"5316",0,0,0,0,0,0
"5317",0,0,0,0,0,0
"5318",0,0,0,0,0,0
"5319",0,0,0,0,0,0
"5320",0,0,0,0,0,0
"5321",0,0,0,0,0,0
"5322",0,0,0,0,0,0
"5323",0,0,0,0,0,0
"5324",0,0,0,0,0,0
"5325",0,0,0,0,0,0
"5326",0,0,0,0,0,0
"5327",0,0,0,0,0,0
"5328",0,0,0,0,0,0
"5329",0,0,0,0,0,0
"5330",0,0,0,0,0,0
"5331",0,0,0,0,0,0
"5332",0,0,0,0,0,0
"5333",0,0,0,0,0,0
"5334",0,0,0,0,0,0
"5335",0,0,0,0,0,0
"5336",0,0,0,0,0,0
"5337",0,0,0,0,0,0
"5338",0,0,0,0,0,0
"5339",0,0,0,0,0,0
"5340",0,0,0,0,0,0
"5341",0,0,0,0,0,0
"5342",0,0,0,0,0,0
"5343",0,0,0,0,0,0
"5344",0,0,0,0,0,0
"5345",0,0,0,0,0,0
"5346",0,0.0876118486304478,0,0,0,0
"5347",0,0,0,0,0,0
"5348",0,0.0731989415773804,0,0,0,0
"5349",0,0,0,0,0,0
"5350",0,0,0,0,0,0
"5351",0,0,0,0,0,0
"5352",0,0,0,0,0,0
"5353",0,0,0,0,0,0
"5354",0,0,0,0,0,0
"5355",0,0,0,0,0,0
"5356",0,0,0,0,0,0
"5357",0,0,0,0,0,0
"5358",0,0,0,0,0,0
"5359",0,0,0,0,0,0
"5360",0,0,0,0,0,0
"5361",0,0,0,0,0,0
"5362",0,0,0,0,0,0
"5363",0,0,0,0,0,0
"5364",0,0,0,0,0,0
"5365",0,0,0,0,0,0
"5366",0,0,0,0,0,0
"5367",0,0,0,0,0,0
"5368",0,0,0,0,0,0
"5369",0,0,0,0,0,0
"5370",0,0,0,0,0,0
"5371",0,0,0,0,0,0
"5372",0,0,0,0,0,0
"5373",0,0,0,0,0,0
"5374",0,0,0,0,0,0
"5375",0,0,0,0,0,0
"5376",0,0,0,0,0,0
"5377",0,0,0,0,0,0
"5378",0,0,0,0,0,0
"5379",0,0,0,0,0,0
"5380",0,0,0,0,0,0
"5381",0,0,0,0,0,0
"5382",0,0,0,0,0,0
"5383",0,0,0,0,0,0
"5384",0,0,0,0,0,0
"5385",0,0,0,0,0,0
"5386",0,0,0,0,0,0
"5387",0,0,0,0,0,3.89126672663797
"5388",0,0,0,0,0,1.27080040823505
"5389",0,0,0,0,0,0
"5390",0,0,0,0,0,0
"5391",0,0,0,0,0,0
"5392",0,0,0,0,0,0
"5393",0,0,0,0,0,0
"5394",0,0,0,0,0,0
"5395",0,0,0,0,0,0
"5396",0,0,0,0,0,2.95797174446926
"5397",0,0,0,0,0,5.63803501494419
"5398",0,0,0,0,0,2.37792531197811
"5399",0,0,0,0,0,0
"5400",0,0,0,0,1.39883689850681,0
"5401",0,0,0,0,1.12389849313091,0
"5402",0,0,0,0,0.997932202570309,0
"5403",0,0,0,0,1.03224498575717,0
"5404",0,0,0,0,1.15597720900587,0
"5405",0,0,0,0,0.629122470983119,0
"5406",0,0,0,0,0,0
"5407",0,0,0,0,0.772838371013209,0
"5408",0,0,0,0,0.272968998090372,0
"5409",0,0,0,0,0,0
"5410",0,0,0,0,0,0
"5411",0,0,0,0,0,0
"5412",0,0,0,0,0,0
"5413",0,0,0,0,0,0
"5414",0,0,0,0,0,0
"5415",0,0,0,0,0,0
"5416",0,0,0,0,0,0
"5417",0,0,0,0,0,0
"5418",0,0,0,0,0,0
"5419",0,0,0,0,0,0
"5420",0,0,0,0,0,0
"5421",0,0,0,0,0,0
"5422",0,0,0,0,0,0
"5423",0,0,0,0,0,0
"5424",0,0,0,0,0,0
"5425",0,0,0,0,0,0
"5426",0,0,0,0,0,0
"5427",0,0,0,0,0,0
"5428",0,0,0,0,0,0
"5429",0,0,0,0,0,0
"5430",0,0,0,0,0,0
"5431",0,0,0,0,0,0
"5432",0,0,0,0,0,0
"5433",0,0,0,0,0,0
"5434",0,0,0,0,0,0
"5435",0,0,0,0,0,0
"5436",0,0,0,0,0,0
"5437",0,0,0,0,0,0
"5438",0,0,0,0,0,0
"5439",0,0,0,0,0,0
"5440",0,0,0,0,0,0
"5441",0,0,0,0,0,0
"5442",0,0,0,0,0,0
"5443",0,0,0,0,0,0
"5444",0,0,0,0,0,0
"5445",0,0,0,0,0,0
"5446",0,0,0,0,0,0
"5447",0,0,0,0,0,0
"5448",0,0,0,0,0,0
"5449",0,0,0,0,0,0
"5450",0,0,0,0,0,0
"5451",0,0,0,0,0,0
"5452",0,0,0,0,0,0
"5453",0,0,0,0,0,0
"5454",0,0,0,0,0,0
"5455",0,0,0,0,0,0
"5456",0,0,0,0,0,0
"5457",0,0,0,0,0,0
"5458",0,0,0,0,0,0
"5459",0,0,0,0,0,0
"5460",0,0,0,0,0,0
"5461",0,0,0,0,0,0
"5462",0,0,0,0,0,0
"5463",0,0,0,0,0,0
"5464",0,0,0,0,0,0
"5465",0,0,0,0,0,0
"5466",0,0,0,0,0,0
"5467",0,0,0,0,0,0
"5468",0,0,0,0,0,0
"5469",0,0,0,0,0,0
"5470",0,0,0,0,0,0
"5471",0,0,0,0,0,0
"5472",0,0,0,0,0,0
"5473",0,0,0,0,0,0
"5474",0,0,0,0,0,0
"5475",0,0,0,0,0,0
"5476",0,0,0,0,0,0
"5477",0,0,0,0,0,0
"5478",0,0,0,0,0,0
"5479",0,0,0,0,0,0
"5480",0,0,0,0,0,0
"5481",0,0,0,0,0,0
"5482",0,0,0,0,0,0
"5483",0,0,0,0,0,0
"5484",0,0,0,0,0,0
"5485",0,0,0,0,0,0
"5486",0,0,0,0,0,0
"5487",0,0,0,0,0,0
"5488",0,0,0,0,0,0
"5489",0,0,0,0,0,0
"5490",0,0,0,0,0,0
"5491",0,0,0,0,0,0
"5492",0,0,0,0,0,0
"5493",0,0,0,0,0,0
"5494",0,0,0,0,0,0
"5495",0,0,0,0,0,0
"5496",0,0,0,0,0,0
"5497",0,0,0,0,0,0
"5498",0,0,0,0,0,0
"5499",0,0,0,0,0,0
"5500",0,0,0,0,0,0
"5501",0,0,0,0,0,0
"5502",0,0,0,0,0,0
"5503",0,0,0,0,0,0
"5504",0,0,0,0,0,0
"5505",0,0,0,0,0,0
"5506",0,0,0,0,0,0
"5507",0,0,0,0,0,0
"5508",0,0,0,0,0,0
"5509",0,0,0,0,0,0
"5510",0,0,0,0,0,0
"5511",0,0,0,0,0,0
"5512",0,0,0,0,0,0
"5513",0,0,0,0,0,0
"5514",0,0,0,0,0,0
"5515",0,0,0,0,0,0
"5516",0,0,0,0,0,0
"5517",0,0,0,0,0,0
"5518",0,0,0,0,0,0
"5519",0,0,0,0,0,0
"5520",0.500851046304024,0,0,0,0,0
"5521",0.506449781635258,0,0,0,0,0
"5522",0.343927728937137,0,0,0,0,0
"5523",0.0821616190311776,0,0,0,0,0
"5524",0.377002566403253,0,0,0,0,0
"5525",0,0,0,0,0,0
"5526",0,0,0,0,0,0
"5527",0,0,0,0,0,0
"5528",0,0,0,0,0,0
"5529",0,0,0,0,0,0
"5530",0,0,0,0,0,0
"5531",0,0,0,0,0,0
"5532",0,0,0,0,0,0
"5533",0,0,0,0,0,0
"5534",0,0,0,0,0,0
"5535",0,0,0,0,0,0
"5536",0,0,0,0,0,0
"5537",0,0,0,0,0,0
"5538",0,0,0,0,0,0
"5539",0,0,0,0,0,0
"5540",0,0,0,0,0,0
"5541",0,0,0,0,0,0
"5542",0,0,0,0,0,0
"5543",0.292860031693111,0,0,0,0,0
"5544",0.268637970857698,0,0,0,0,0
"5545",0.0239852291245919,0,0,0,0,0
"5546",0,0,0,0,0,0
"5547",0.0384310389807057,0,0,0,0,0
"5548",0,0,0,0,0,0
"5549",0,0,0,0,0,0
"5550",0,0,0,0,0,0
"5551",0,0,0,0,0,0
"5552",0,0,0,0,0,0
"5553",0,0,0,0,0,0
"5554",0,0,0,0,0,0
"5555",0,0,0,0,0,0
"5556",0,0,0,0,0,0
"5557",0,0,0,0,0,0
"5558",0,0,0,0,0,0
"5559",0,0,0,0,0,0
"5560",0,0,0,0,0,0
"5561",0,0,0,0,0,0
"5562",0,0,0,0,0,0
"5563",0,0,0,0,0,0
"5564",0,0,0,0,0,0
"5565",0,0,0,0,0,0
"5566",0,0,0,0,0,0
"5567",0,0,0,0,0,0
"5568",0,0,0,0,0,0
"5569",0,0,0,0,0,0
"5570",0,0,0,0,0,0
"5571",0,0,0,0,0,0
"5572",0,0,0,0,0,0
"5573",0,0,0,0,0,0
"5574",0,0,0,0,0,0
"5575",0,0,0,0,0,0
"5576",0,0,0,0,0,0
"5577",0,0,0,0,0,0
"5578",0,0,0,0,0,0
"5579",0,0,0,0,0,0
"5580",0,0,0,0,0,0
"5581",0,0,0,0,0,0
"5582",0,0,0,0,0,0
"5583",0,0,0,0,0,0
"5584",0,0,0,0,0,0
"5585",0,0,0,0,0,0
"5586",0,0,0,0,0,0
"5587",0,0,0,0,0,0
"5588",0,0,0,0,0,0
"5589",0,0,0,0,0,0
"5590",0,0,0,0,0,0
"5591",0,0,0,0,0,0
"5592",0,0,0,0,0,0
"5593",0,0,0,0,0,0
"5594",0,0,0,0,0,0
"5595",0,0,0,0,0,0
"5596",0,0,0,0,0,0
"5597",0,0,0,0,0,0
"5598",0,0,0,0,0,0
"5599",0,0,0,0,0,0
"5600",0,0,0,0,0,0
"5601",0,0,0,0,0,0
"5602",0,0,0,0,0,0
"5603",0,0,0,0,0,0
"5604",0,0,0,0,0,0
"5605",0,0,0,0,0,0
"5606",0,0,0,0,0,0
"5607",0,0,0,0,0,0
"5608",0,0,0,0,0,0
"5609",0,0,0,0,0,0
"5610",0,0,0,0,0,0
"5611",0,0,0,0,0,0
"5612",0,0,0,0,0,0
"5613",0,0,0,0,0,0
"5614",0,0,0,0,0,0
"5615",0,0,0,0,0,0
"5616",0,0,0,0,0,0
"5617",0,0,0,0,0,0
"5618",0,0,0,0,0,2.29057486024922
"5619",0,0,0,0,0,5.23829321011785
"5620",0,0,0,0,0,0
"5621",0,0,0,0,0,0
"5622",0,0,0.237420138343007,0,0,0
"5623",0,0,0.504211873417458,0,0,0.00197941632588039
"5624",0,0,0,0,0,3.66932980336888
"5625",0,0,0,0,0,2.81766485025488
"5626",0,0,0,0,0,2.01332709983195
"5627",0,0,0,0,0,4.38474888342252
"5628",0,0,0,0,0,10.8746387923034
"5629",0,0,0,0,0,10.0894289035253
"5630",0,0,0,0,0,11.9036640335146
"5631",0,0,0,0,0,9.08412470589577
"5632",0,0,0,0,0,11.3601343066935
"5633",0,0.257205371489953,0,0,0,10.3172774959693
"5634",0,0.0519989476653997,0,0,0,13.7089463700716
"5635",0,0.0525809847969105,0,0,0,6.91345223081853
"5636",0,0.59992371099642,0,0,0,2.62788305576204
"5637",0,0.256155273467459,0,0,0,1.85100010868377
"5638",0,1.31202387401423,0,0.0649828429139705,0,0.119540505718832
"5639",0,0.867455555661823,0,0,0,0
"5640",0,0,0,0,0,0
"5641",0,0,0,0,0,0
"5642",0,0,0,0,0,0
"5643",0,0,0,0,0,0
"5644",0,0,0,0,0,0
"5645",0,0,0,0,0,0
"5646",0,0,0,0,0,0
"5647",0,1.42077800346025,0,0,0,0
"5648",0,1.32499059893532,0,0,0,0
"5649",0,1.77973587422882,0,0,0,0
"5650",0,1.78200025903698,0,0,0,0
"5651",0,1.41162738083302,0,0,0,4.28651566019804
"5652",0,0.800719562537761,0,0,0,5.22751231148779
"5653",0,0.290329900597185,0,0,0,7.28335748370774
"5654",0,0.566820694426792,0,0,0,6.28203469014258
"5655",0,0.283767461220803,0,0,0,6.38994190787335
"5656",0,0.585938496870498,0,0,0,6.70110972284262
"5657",0,1.10622619766208,0,0,0,5.25225713862489
"5658",0,1.67194571688454,0,0,0,6.94060822906045
"5659",0,2.06145361357678,0,0,0,0
"5660",0,2.38768859949093,0,0,0,1.39067168583231
"5661",0,1.32868665019786,0,0,0,0.878374461028224
"5662",0,1.682605823245,0,0,0,0
"5663",0,0.555992568191561,0,0,0,0
"5664",0.647130875731766,0,0,0,0,0
"5665",0.783226517564735,0,0,0,0,0
"5666",0.72345842992871,0,0,0,0,0
"5667",0.585706301218925,0,0,0,0,0
"5668",0.664310178834812,0,0,0,0,0
"5669",0.86758039472844,0,0,0,0,0
"5670",1.24280157296938,0,0,0,0,0
"5671",0.824483476498601,0,0,0,0,0
"5672",0.307751587062397,0,0,0,0,0
"5673",0,0,0,0,0,0
"5674",0,0,0,0,0,0
"5675",0,0,0,0,1.24358933788119,0
"5676",0,0,0,0,12.1449160216395,0
"5677",0,0,0,0,0,0
"5678",0,0,0,0,0.306531484344105,0
"5679",0,0,0,0,0.415428555581185,0
"5680",0,0,0,0,0,0
"5681",0,0,0,0,0,0
"5682",0,0,0,0,0,0
"5683",0,0,0,0,0,0
"5684",0,0,0,0,0,0
"5685",0,0,0,0,0,0
"5686",0,0,0,0,0,0
"5687",0,0,0,0,0,0
"5688",0,0,0,0,0,0
"5689",0,0,0,0,0,0
"5690",0,0,0,0,0,0
"5691",0,0,0,0,0,0
"5692",0,0,0,0,0,0
"5693",0,0,0,0,0,0
"5694",0,0,0,0,0,0
"5695",0,0,0,0,0,0
"5696",0,0,0,0,0,0
"5697",0,0,0,0,0,0
"5698",0,0,0,0,0,0
"5699",0,0,0,0,0,0.841731311830427
"5700",0,0,0,0,0,0
"5701",0,0,0,0,0,0
"5702",0,0,0,0,0,0
"5703",0,0,0,0,0,0
"5704",0,0,0,0,0,0
"5705",0,0,0,0,0,0
"5706",0,0,0,0,0,0
"5707",0,0,0,0,0,0
"5708",0,0,0,0,0,0
"5709",0,0,0,0,0,0
"5710",0,0,0,0,0,0
"5711",0,0,0,0,0,0
"5712",0.362192076993949,0,0,0,0,0
"5713",0.700648779189458,0,0,0,0,0
"5714",0.480612381517178,0,0,0,0,0
"5715",0.211889006949613,0,0,0,0,0
"5716",0.00748631296894886,0,0,0,0,0
"5717",0,0,0,0,0,0
"5718",0,0,0,0,0,0
"5719",0,0,0,0,0,0
"5720",0,0,0,0,0,0
"5721",0,0,0,0,0,0
"5722",0,0,0,0,0,0
"5723",0,0,0,0,0,0
"5724",0,0,0,0,0,0
"5725",0,0,0,0,0,0
"5726",0,0,0,0,0,0
"5727",0,0,0,0,0,0
"5728",0,0,0,0,0,0
"5729",0,0,0,0,0,0
"5730",0,0,0,0,0,0
"5731",0,0,0,0,0,0
"5732",0,0,0,0,0,0
"5733",0,0,0,0,0,0
"5734",0,0,0,0,0,0
"5735",0,0,0,0,0,0
"5736",0,0,0,0,0,0
"5737",0,0,0,0,0,0
"5738",0,0,0,0,0,0
"5739",0,0,0,0,0,0
"5740",0,0,0,0,0,0
"5741",0,0,0,0,0,0
"5742",0,0,0,0,0,0
"5743",0,0,0,0,0,0
"5744",0,0,0,0.030871246977864,0,0
"5745",0,0,0,0.316508911612723,0,0
"5746",0,0,0,0.341332074195337,0,0
"5747",0,0,0,0,0,0
"5748",0,0,0,0,0,0
"5749",0,0,0,0,0,0.897877924218589
"5750",0,0,0,0.0607826648753433,0,0.516859250109038
"5751",0,0,0,0.0404013580245191,0,0.16171536251897
"5752",0,0,0,0,0,0
"5753",0,0.533459956167575,0,0.36476797712097,0,0
"5754",0,0,0,0,0,0
"5755",0,0.903937653690703,0,0.280306616741799,0,0.396223934845056
"5756",0,0.67953554797098,0,0.0810323657173224,0,0.198679541938724
"5757",0,0,0,0,0,0.00696610108274642
"5758",0,0,0,0,0,0
"5759",0,0,0,0,0,0
"5760",0,0,0,0,0.16789752825039,0
"5761",0,0,0,0,0,0
"5762",0,0,0,0,0,0
"5763",0,0,0,0,0.0907603355496216,0
"5764",0,0,0,0,0,0
"5765",0,0,0,0,0,0
"5766",0,0,0,0,0,0
"5767",0,0,0,0,0,0.375522110191523
"5768",0,0,0,0,0,0
"5769",0,0,0,0,0.493646282930957,0
"5770",0,0,0,0,0.0532937007218954,0
"5771",0,0,0,0,0,0
"5772",0,0,0,0,0,0
"5773",0,0,0,0,0.826617580771154,0
"5774",0,0,0.197705375636911,0,1.22325214440228,0
"5775",0,0,0,0,0,0
